FID,X1,Y1,X2,Y2,Ind,coordinate,edgeInd,Route,Direction,HwyId,distance,joinCount,joinCoun_1,joinCoun_2,joinCoun_3,joinCoun_4,joinCoun_0,center_X,center_Y
"1,773","-151,329.501036000000000","-32,553.477500000001000","-151,774.093965000010000","-32,782.237142999998000","1,773.000000000000000","[[-151329.501036, -32553.4775, 0, 0], [-151645.681","1,769.000000000000000",580.000000000000000,W,96.000000000000000,499.999999699999990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-151,551.461891000010000","-32,668.513924499999000"
"1,774","-151,774.093965000010000","-32,782.237142999998000","-152,219.298622000000000","-33,009.809097999998000","1,774.000000000000000","[[-151774.093965, -32782.237143, 0, 0], [-151776.0","1,770.000000000000000",580.000000000000000,W,96.000000000000000,500.000000670000020,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0,"-151,996.835991000000000","-32,895.746388500003000"
"1,775","-163,685.638274000000000","-33,404.130184000001000","-164,185.349324999990000","-33,387.305402999998000","1,775.000000000000000","[[-163685.638274, -33404.130184, 0, 0], [-163724.8","1,772.000000000000000",580.000000000000000,W,97.000000000000000,500.000000220000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-163,935.465839999990000","-33,394.922702299998000"
"1,776","-164,185.349324999990000","-33,387.305402999998000","-164,685.057873000010000","-33,372.748139000003000","1,776.000000000000000","[[-164185.349325, -33387.305403, 0, 0], [-164195.9","1,774.000000000000000",580.000000000000000,W,97.000000000000000,499.999999860000000,3.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,0,"-164,435.171160000000000","-33,380.271346499998000"
"1,777","-166,184.179590000010000","-33,322.951015999999000","-166,209.854674000000000","-33,322.206883999999000","1,777.000000000000000","[[-166184.17959, -33322.951016, 0, 0], [-166209.85","1,773.000000000000000",580.000000000000000,W,97.000000000000000,25.685865199999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-166,197.017132000010000","-33,322.578950000003000"
"1,778","-166,209.854674000000000","-33,322.206883999999000","-166,709.710498000000000","-33,311.448609999999000","1,778.000000000000000","[[-166209.854674, -33322.206884, 0, 0], [-166495.1","1,817.000000000000000",580.000000000000000,W,107.000000000000000,499.999999800000010,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1,"-166,459.835849000000000","-33,319.138944999999000"
"1,779","-164,685.057873000010000","-33,372.748139000003000","-165,184.648489999990000","-33,352.605149000003000","1,779.000000000000000","[[-164685.057873, -33372.748139, 0, 0], [-164709.4","1,777.000000000000000",580.000000000000000,W,97.000000000000000,500.000000290000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-164,934.839702000000000","-33,362.381115099997000"
"1,780","-165,684.377370000000000","-33,336.990103999997000","-166,184.179590000010000","-33,322.951015999999000","1,780.000000000000000","[[-165684.37737, -33336.990104, 0, 0], [-165691.59","1,775.000000000000000",580.000000000000000,W,97.000000000000000,500.000000279999990,3.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,0,"-165,934.277700000010000","-33,329.945806199998000"
"1,781","-165,184.648489999990000","-33,352.605149000003000","-165,684.377370000000000","-33,336.990103999997000","1,781.000000000000000","[[-165184.64849, -33352.605149, 0, 0], [-165241.06","1,776.000000000000000",580.000000000000000,W,97.000000000000000,499.999999580000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-165,434.450137999990000","-33,343.008447599997000"
"1,782","-163,274.120491000010000","-33,415.994868000002000","-163,395.280373999990000","-33,412.747084000002000","1,782.000000000000000","[[-163274.120491, -33415.994868, 0, 0], [-163322.6","1,779.000000000000000",580.000000000000000,W,98.000000000000000,121.203475270000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-163,334.701582999990000","-33,414.413176700000000"
